arquivo,classificacao
sql_sdss_1597.sql,Basic
sql_sdss_1598.sql,Basic
sql_sdss_1599.sql,Basic
sql_sdss_1600.sql,Basic
sql_sdss_1601.sql,Basic
sql_sdss_1602.sql,Basic
sql_sdss_1603.sql,Basic
sql_sdss_1604.sql,Basic
sql_sdss_1605.sql,Basic
sql_sdss_1606.sql,Basic
sql_sdss_1607.sql,Basic
sql_sdss_1608.sql,Basic
sql_sdss_1609.sql,Basic
sql_sdss_1610.sql,Basic
sql_sdss_1611.sql,Basic
sql_sdss_1612.sql,Basic
sql_sdss_1613.sql,Basic
sql_sdss_1614.sql,Basic
sql_sdss_1615.sql,Basic
sql_sdss_1616.sql,Basic
sql_sdss_1617.sql,Basic
sql_sdss_1618.sql,Basic
sql_sdss_1619.sql,Basic
sql_sdss_1620.sql,Basic
sql_sdss_1621.sql,Basic
sql_sdss_1622.sql,Basic
sql_sdss_1623.sql,Basic
sql_sdss_1624.sql,Basic
sql_sdss_1625.sql,Basic
sql_sdss_1626.sql,Basic
sql_sdss_1627.sql,Basic
sql_sdss_1628.sql,Basic
sql_sdss_1629.sql,Basic
sql_sdss_1630.sql,Basic
sql_sdss_1631.sql,Basic
sql_sdss_1632.sql,Basic
sql_sdss_1633.sql,Basic
sql_sdss_1634.sql,Basic
sql_sdss_1635.sql,Basic
sql_sdss_1636.sql,Basic
sql_sdss_1637.sql,Basic
sql_sdss_1638.sql,Basic
sql_sdss_1639.sql,Basic
sql_sdss_1640.sql,Basic
sql_sdss_1641.sql,Basic
sql_sdss_1642.sql,Advanced
sql_sdss_1643.sql,Advanced
sql_sdss_1644.sql,Advanced
sql_sdss_1645.sql,Advanced
sql_sdss_1646.sql,Advanced
sql_sdss_1647.sql,Advanced
sql_sdss_1648.sql,Advanced
sql_sdss_1649.sql,Advanced
sql_sdss_1650.sql,Advanced
sql_sdss_1651.sql,Advanced
sql_sdss_1652.sql,Advanced
sql_sdss_1653.sql,Advanced
sql_sdss_1654.sql,Advanced
sql_sdss_1655.sql,Advanced
sql_sdss_1656.sql,Advanced
sql_sdss_1657.sql,Advanced
sql_sdss_1658.sql,Advanced
sql_sdss_1659.sql,Advanced
sql_sdss_1660.sql,Advanced
sql_sdss_1661.sql,Advanced
sql_sdss_1662.sql,Advanced
sql_sdss_1663.sql,Advanced
sql_sdss_1664.sql,Advanced
sql_sdss_1665.sql,Advanced
sql_sdss_1666.sql,Advanced
sql_sdss_1667.sql,Advanced
sql_sdss_1668.sql,Advanced
sql_sdss_1669.sql,Advanced
sql_sdss_1670.sql,Advanced
sql_sdss_1671.sql,Advanced
sql_sdss_1672.sql,Advanced
sql_sdss_1673.sql,Advanced
sql_sdss_1674.sql,Advanced
sql_sdss_1675.sql,Advanced
sql_sdss_1676.sql,Advanced
sql_sdss_1677.sql,Advanced
sql_sdss_1678.sql,Advanced
sql_sdss_1679.sql,Advanced
sql_sdss_1680.sql,Advanced
sql_sdss_1681.sql,Advanced
sql_sdss_1682.sql,Advanced
sql_sdss_1683.sql,Advanced
sql_sdss_1684.sql,Advanced
sql_sdss_1685.sql,Advanced
sql_sdss_1686.sql,Advanced
sql_sdss_1687.sql,Advanced
sql_sdss_1688.sql,Advanced
sql_sdss_1689.sql,Advanced
sql_sdss_1690.sql,Advanced
sql_sdss_1691.sql,Advanced
sql_sdss_1692.sql,Advanced
sql_sdss_1693.sql,Advanced
sql_sdss_1694.sql,Advanced
sql_sdss_1695.sql,Advanced
sql_sdss_1696.sql,Advanced
sql_sdss_1697.sql,Advanced
sql_sdss_1698.sql,Advanced
sql_sdss_1699.sql,Advanced
sql_sdss_1700.sql,Advanced
sql_sdss_1701.sql,Advanced
sql_sdss_1702.sql,Advanced
sql_sdss_1703.sql,Advanced
sql_sdss_1704.sql,Advanced
sql_sdss_1705.sql,Advanced
sql_sdss_1706.sql,Advanced
sql_sdss_1707.sql,Basic
sql_sdss_1708.sql,Basic
sql_sdss_1709.sql,Basic
sql_sdss_1710.sql,Basic
sql_sdss_1711.sql,Basic
sql_sdss_1712.sql,Basic
sql_sdss_1713.sql,Basic
sql_sdss_1714.sql,Basic
sql_sdss_1715.sql,Basic
sql_sdss_1716.sql,Basic
sql_sdss_1717.sql,Basic
sql_sdss_1718.sql,Basic
sql_sdss_1719.sql,Basic
sql_sdss_1720.sql,Basic
sql_sdss_1721.sql,Basic
sql_sdss_1722.sql,Basic
sql_sdss_1723.sql,Basic
sql_sdss_1724.sql,Basic
sql_sdss_1725.sql,Basic
sql_sdss_1726.sql,Basic
sql_sdss_1727.sql,Basic
sql_sdss_1728.sql,Basic
sql_sdss_1729.sql,Basic
sql_sdss_1730.sql,Basic
sql_sdss_1731.sql,Basic
sql_sdss_1732.sql,Basic
sql_sdss_1733.sql,Basic
sql_sdss_1734.sql,Basic
sql_sdss_1735.sql,Basic
sql_sdss_1736.sql,Basic
sql_sdss_1737.sql,Basic
sql_sdss_1738.sql,Basic
sql_sdss_1739.sql,Basic
sql_sdss_1740.sql,Basic
sql_sdss_1741.sql,Basic
sql_sdss_1742.sql,Basic
sql_sdss_1743.sql,Basic
sql_sdss_1744.sql,Basic
sql_sdss_1745.sql,Basic
sql_sdss_1746.sql,Basic
sql_sdss_1747.sql,Basic
sql_sdss_1748.sql,Basic
sql_sdss_1749.sql,Basic
sql_sdss_1750.sql,Basic
sql_sdss_1751.sql,Basic
sql_sdss_1752.sql,Basic
sql_sdss_1753.sql,Basic
sql_sdss_1754.sql,Basic
sql_sdss_1755.sql,Basic
sql_sdss_1756.sql,Basic
sql_sdss_1757.sql,Basic
sql_sdss_1758.sql,Basic
sql_sdss_1759.sql,Basic
sql_sdss_1760.sql,Basic
sql_sdss_1761.sql,Basic
sql_sdss_1762.sql,Basic
sql_sdss_1763.sql,Basic
sql_sdss_1764.sql,Basic
sql_sdss_1765.sql,Basic
sql_sdss_1766.sql,Basic
sql_sdss_1767.sql,Basic
sql_sdss_1768.sql,Basic
sql_sdss_1769.sql,Basic
sql_sdss_1770.sql,Basic
sql_sdss_1771.sql,Basic
sql_sdss_1772.sql,Basic
sql_sdss_1773.sql,Basic
sql_sdss_1774.sql,Basic
sql_sdss_1775.sql,Basic
sql_sdss_1776.sql,Basic
sql_sdss_1777.sql,Basic
sql_sdss_1778.sql,Basic
sql_sdss_1779.sql,Basic
sql_sdss_1780.sql,Basic
sql_sdss_1781.sql,Basic
sql_sdss_1782.sql,Basic
sql_sdss_1783.sql,Basic
sql_sdss_1784.sql,Basic
sql_sdss_1785.sql,Basic
sql_sdss_1786.sql,Basic
sql_sdss_1787.sql,Basic
sql_sdss_1788.sql,Basic
sql_sdss_1789.sql,Basic
sql_sdss_1790.sql,Basic
sql_sdss_1791.sql,Basic
sql_sdss_1792.sql,Basic
sql_sdss_1793.sql,Basic
sql_sdss_1794.sql,Basic
sql_sdss_1795.sql,Basic
sql_sdss_1796.sql,Basic
sql_sdss_1797.sql,Basic
sql_sdss_1798.sql,Basic
sql_sdss_1799.sql,Basic
sql_sdss_1800.sql,Basic
sql_sdss_1801.sql,Basic
sql_sdss_1802.sql,Basic
sql_sdss_1803.sql,Basic
sql_sdss_1804.sql,Basic
sql_sdss_1805.sql,Basic
sql_sdss_1806.sql,Basic
sql_sdss_1807.sql,Basic
sql_sdss_1808.sql,Basic
sql_sdss_1809.sql,Basic
sql_sdss_1810.sql,Basic
sql_sdss_1811.sql,Basic
sql_sdss_1812.sql,Basic
sql_sdss_1813.sql,Basic
sql_sdss_1814.sql,Basic
sql_sdss_1815.sql,Basic
sql_sdss_1816.sql,Basic
sql_sdss_1817.sql,Basic
sql_sdss_1818.sql,Basic
sql_sdss_1819.sql,Basic
sql_sdss_1820.sql,Basic
sql_sdss_1821.sql,Basic
sql_sdss_1822.sql,Basic
sql_sdss_1823.sql,Basic
sql_sdss_1824.sql,Basic
sql_sdss_1825.sql,Basic
sql_sdss_1826.sql,Basic
sql_sdss_1827.sql,Basic
sql_sdss_1828.sql,Basic
sql_sdss_1829.sql,Basic
sql_sdss_1830.sql,Basic
sql_sdss_1831.sql,Basic
sql_sdss_1832.sql,Basic
sql_sdss_1833.sql,Basic
sql_sdss_1834.sql,Basic
sql_sdss_1835.sql,Basic
sql_sdss_1836.sql,Basic
sql_sdss_1837.sql,Basic
sql_sdss_1838.sql,Basic
sql_sdss_1839.sql,Basic
sql_sdss_1840.sql,Basic
sql_sdss_1841.sql,Basic
sql_sdss_1842.sql,Basic
sql_sdss_1843.sql,Basic
sql_sdss_1844.sql,Basic
sql_sdss_1845.sql,Basic
sql_sdss_1846.sql,Basic
sql_sdss_1847.sql,Basic
sql_sdss_1848.sql,Basic
sql_sdss_1849.sql,Basic
sql_sdss_1850.sql,Basic
sql_sdss_1851.sql,Basic
sql_sdss_1852.sql,Basic
sql_sdss_1853.sql,Basic
sql_sdss_1854.sql,Basic
sql_sdss_1855.sql,Basic
sql_sdss_1856.sql,Basic
sql_sdss_1857.sql,Basic
sql_sdss_1858.sql,Basic
sql_sdss_1859.sql,Basic
sql_sdss_1860.sql,Basic
sql_sdss_1861.sql,Basic
sql_sdss_1862.sql,Basic
sql_sdss_1863.sql,Basic
sql_sdss_1864.sql,Basic
sql_sdss_1865.sql,Basic
sql_sdss_1866.sql,Basic
sql_sdss_1867.sql,Basic
sql_sdss_1868.sql,Basic
sql_sdss_1869.sql,Basic
sql_sdss_1870.sql,Basic
sql_sdss_1871.sql,Basic
sql_sdss_1872.sql,Basic
sql_sdss_1873.sql,Basic
sql_sdss_1874.sql,Basic
sql_sdss_1875.sql,Basic
sql_sdss_1876.sql,Basic
sql_sdss_1877.sql,Basic
sql_sdss_1878.sql,Basic
sql_sdss_1879.sql,Basic
sql_sdss_1880.sql,Basic
sql_sdss_1881.sql,Basic
sql_sdss_1882.sql,Basic
sql_sdss_1883.sql,Basic
sql_sdss_1884.sql,Basic
sql_sdss_1885.sql,Basic
sql_sdss_1886.sql,Advanced
sql_sdss_1887.sql,Advanced
sql_sdss_1888.sql,Advanced
sql_sdss_1889.sql,Advanced
sql_sdss_1890.sql,Advanced
sql_sdss_1891.sql,Advanced
sql_sdss_1892.sql,Advanced
sql_sdss_1893.sql,Advanced
sql_sdss_1894.sql,Advanced
sql_sdss_1895.sql,Advanced
sql_sdss_1896.sql,Advanced
sql_sdss_1897.sql,Advanced
sql_sdss_1898.sql,Advanced
sql_sdss_1899.sql,Advanced
sql_sdss_1900.sql,Advanced
sql_sdss_1901.sql,Advanced
sql_sdss_1902.sql,Advanced
sql_sdss_1903.sql,Advanced
sql_sdss_1904.sql,Advanced
sql_sdss_1905.sql,Advanced
sql_sdss_1906.sql,Advanced
sql_sdss_1907.sql,Advanced
sql_sdss_1908.sql,Advanced
sql_sdss_1909.sql,Advanced
sql_sdss_1910.sql,Advanced
sql_sdss_1911.sql,Advanced
sql_sdss_1912.sql,Advanced
sql_sdss_1913.sql,Advanced
sql_sdss_1914.sql,Advanced
sql_sdss_1915.sql,Advanced
sql_sdss_1916.sql,Advanced
sql_sdss_1917.sql,Advanced
sql_sdss_1918.sql,Advanced
sql_sdss_1919.sql,Advanced
sql_sdss_1920.sql,Advanced
sql_sdss_1921.sql,Advanced
sql_sdss_1922.sql,Advanced
sql_sdss_1923.sql,Advanced
sql_sdss_1924.sql,Advanced
sql_sdss_1925.sql,Advanced
sql_sdss_1926.sql,Advanced
sql_sdss_1927.sql,Advanced
sql_sdss_1928.sql,Advanced
sql_sdss_1929.sql,Advanced
sql_sdss_1930.sql,Advanced
sql_sdss_1931.sql,Advanced
sql_sdss_1932.sql,Advanced
sql_sdss_1933.sql,Advanced
sql_sdss_1934.sql,Advanced
sql_sdss_1935.sql,Advanced
sql_sdss_1936.sql,Advanced
sql_sdss_1937.sql,Advanced
sql_sdss_1938.sql,Advanced
sql_sdss_1939.sql,Advanced
sql_sdss_1940.sql,Advanced
sql_sdss_1941.sql,Advanced
sql_sdss_1942.sql,Advanced
sql_sdss_1943.sql,Advanced
sql_sdss_1944.sql,Advanced
sql_sdss_1945.sql,Advanced
sql_sdss_1946.sql,Advanced
sql_sdss_1947.sql,Advanced
sql_sdss_1948.sql,Advanced
sql_sdss_1949.sql,Advanced
sql_sdss_1950.sql,Advanced
sql_sdss_1951.sql,Advanced
sql_sdss_1952.sql,Advanced
sql_sdss_1953.sql,Advanced
sql_sdss_1954.sql,Advanced
sql_sdss_1955.sql,Advanced
sql_sdss_1956.sql,Advanced
sql_sdss_1957.sql,Advanced
sql_sdss_1958.sql,Advanced
sql_sdss_1959.sql,Advanced
sql_sdss_1960.sql,Advanced
sql_sdss_1961.sql,Advanced
sql_sdss_1962.sql,Advanced
sql_sdss_1963.sql,Advanced
sql_sdss_1964.sql,Advanced
sql_sdss_1965.sql,Advanced
sql_sdss_1966.sql,Advanced
sql_sdss_1967.sql,Advanced
sql_sdss_1968.sql,Advanced
sql_sdss_1969.sql,Advanced
sql_sdss_1970.sql,Advanced
sql_sdss_1971.sql,Advanced
sql_sdss_1972.sql,Advanced
sql_sdss_1973.sql,Advanced
sql_sdss_1974.sql,Advanced
sql_sdss_1975.sql,Advanced
sql_sdss_1976.sql,Advanced
sql_sdss_1977.sql,Advanced
sql_sdss_1978.sql,Advanced
sql_sdss_1979.sql,Advanced
sql_sdss_1980.sql,Advanced
sql_sdss_1981.sql,Advanced
sql_sdss_1982.sql,Advanced
sql_sdss_1983.sql,Advanced
sql_sdss_1984.sql,Advanced
sql_sdss_1985.sql,Advanced
sql_sdss_1986.sql,Advanced
sql_sdss_1987.sql,Advanced
sql_sdss_1988.sql,Advanced
sql_sdss_1989.sql,Advanced
sql_sdss_1990.sql,Advanced
sql_sdss_1991.sql,Advanced
sql_sdss_1992.sql,Advanced
sql_sdss_1993.sql,Advanced
sql_sdss_1994.sql,Advanced
sql_sdss_1995.sql,Advanced
sql_sdss_1996.sql,Advanced
sql_sdss_1997.sql,Advanced
sql_sdss_1998.sql,Advanced
sql_sdss_1999.sql,Advanced
sql_sdss_2000.sql,Advanced
sql_sdss_2001.sql,Advanced
sql_sdss_2002.sql,Advanced
sql_sdss_2003.sql,Advanced
sql_sdss_2004.sql,Advanced
sql_sdss_2005.sql,Advanced
sql_sdss_2006.sql,Advanced
sql_sdss_2007.sql,Advanced
sql_sdss_2008.sql,Advanced
sql_sdss_2009.sql,Basic
sql_sdss_2010.sql,Basic
sql_sdss_2011.sql,Basic
sql_sdss_2012.sql,Basic
sql_sdss_2013.sql,Basic
sql_sdss_2014.sql,Basic
sql_sdss_2015.sql,Basic
sql_sdss_2016.sql,Basic
sql_sdss_2017.sql,Basic
sql_sdss_2018.sql,Basic
sql_sdss_2019.sql,Basic
sql_sdss_2020.sql,Basic
sql_sdss_2021.sql,Basic
sql_sdss_2022.sql,Basic
sql_sdss_2023.sql,Basic
sql_sdss_2024.sql,Basic
sql_sdss_2025.sql,Basic
sql_sdss_2026.sql,Basic
sql_sdss_2027.sql,Basic
sql_sdss_2028.sql,Basic
sql_sdss_2029.sql,Basic
sql_sdss_2030.sql,Basic
sql_sdss_2031.sql,Basic
sql_sdss_2032.sql,Basic
sql_sdss_2033.sql,Basic
sql_sdss_2034.sql,Basic
sql_sdss_2035.sql,Basic
sql_sdss_2036.sql,Basic
sql_sdss_2037.sql,Basic
sql_sdss_2038.sql,Basic
sql_sdss_2039.sql,Basic
sql_sdss_2040.sql,Basic
sql_sdss_2041.sql,Basic
sql_sdss_2042.sql,Basic
sql_sdss_2043.sql,Basic
sql_sdss_2044.sql,Basic
sql_sdss_2045.sql,Basic
sql_sdss_2046.sql,Basic
sql_sdss_2047.sql,Basic
sql_sdss_2048.sql,Basic
sql_sdss_2049.sql,Basic
sql_sdss_2050.sql,Basic
sql_sdss_2051.sql,Basic
sql_sdss_2052.sql,Basic
sql_sdss_2053.sql,Basic
sql_sdss_2054.sql,Basic
sql_sdss_2055.sql,Basic
sql_sdss_2056.sql,Basic
sql_sdss_2057.sql,Basic
sql_sdss_2058.sql,Basic
sql_sdss_2059.sql,Basic
sql_sdss_2060.sql,Basic
sql_sdss_2061.sql,Basic
